KodProduktu,Wyprzedaz,ilosc_indeks,Wartosc_indeks,SlsU,SlsR,KATEGORIA,DEPARTAMENT,GRUPA,grupa_towarowanie,przedzial_ilosci
31-00331-803,0,3883,17395.84,527,5181.47,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(800,1e+04]"
31-00043-803,1,1641,7286.04,0,0,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(800,1e+04]"
A39,0,447,3155.8199999999997,262,4375.73,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(400,800]"
A37,0,524,3704.6800000000003,143,2370.24,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(400,800]"
W83,0,521,2724.8300000000004,165,2119.04,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(400,800]"
A78,0,471,3579.6,53,1045.87,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(400,800]"
A23,0,498,3924.24,53,1044.87,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(400,800]"
C31,0,449,2245,74,1016.78,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(400,800]"
A24,0,508,5598.16,40,989.3499999999999,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(400,800]"
A25,0,502,5175.620000000001,39,925.77,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(400,800]"
G58-001,0,502,2610.4,13,127.68,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(400,800]"
G58-009,0,515,2693.4500000000003,12,119.89,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(400,800]"
16-330900000-000,0,454,708.24,21,72.78,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(400,800]"
16-331500000-006,0,333,692.64,37,197.38,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(200,400]"
16-331200000-006,0,274,504.16,26,113.19,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(200,400]"
16-330900000-006,0,263,410.28000000000003,30,102.24000000000001,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(200,400]"
16-331500000-000,0,373,772.1099999999999,19,100.75,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(200,400]"
16-320900000-006,0,301,415.38,20,59.56,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(200,400]"
06-331800000-006,0,255,586.5,9,53.19,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(200,400]"
16-331200000-000,0,293,539.12,11,48.49,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(200,400]"
06-331200000-006,0,130,237.9,17,76.18,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(50,200]"
06-331500000-006,0,88,182.16,8,42.77,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(50,200]"
16-331200000-004,0,118,217.12,7,31.43,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(50,200]"
06-331200000-000,0,171,312.93,7,31.12,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(50,200]"
06-331500000-000,0,150,310.5,4,21.97,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(50,200]"
16-320900000-000,0,123,169.73999999999998,6,17.22,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(50,200]"
16-321200000-000,0,81,126.36,5,17.04,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(50,200]"
06-321200000-006,0,108,165.24,3,8.99,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(50,200]"
06-320900000-006,0,114,153.9,3,8.97,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(50,200]"
06-320900000-000,0,82,112.34,3,8.940000000000001,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(50,200]"
16-321200000-004,0,117,182.52,2,7.01,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(50,200]"
16-321200000-006,0,117,182.52,2,6.98,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(50,200]"
06-321200000-004,0,142,217.26,0,0,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(50,200]"
06-331200000-004,0,82,150.88000000000002,0,0,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(50,200]"
06-331800000-000,0,87,200.1,0,0,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(50,200]"
06-330900000-000,0,35,54.6,3,9.88,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(20,50]"
06-321200000-000,0,36,56.16,2,6.98,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(20,50]"
06-330900000-006,0,25,39,2,6.98,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(20,50]"
16-331800000-000,0,44,101.19999999999999,1,5.99,AKCESORIA,5_AKCESORIA,AKCESORIA OBUWNICZE,AKCESORIA OBUWNICZE,"(20,50]"
0443K-020,0,1386,52959.06,71,6279.49,AKCESORIA,5_AKCESORIA,AKCESORIA RÓŻNE,AKCESORIA RÓŻNE,"(800,1e+04]"
57371,1,2873,12353.9,0,0,AKCESORIA,5_AKCESORIA,AKCESORIA RÓŻNE,AKCESORIA RÓŻNE,"(800,1e+04]"
VN0A3HMQHU01,0,432,9149.76,269,13149.810000000001,AKCESORIA,5_AKCESORIA,AKCESORIA RÓŻNE,AKCESORIA RÓŻNE,"(400,800]"
GN2037,0,417,6730.38,171,6633.89,AKCESORIA,5_AKCESORIA,AKCESORIA RÓŻNE,AKCESORIA RÓŻNE,"(400,800]"
VN0A3HMQBLK1,0,559,11845.210000000001,118,5744.320000000001,AKCESORIA,5_AKCESORIA,AKCESORIA RÓŻNE,AKCESORIA RÓŻNE,"(400,800]"
Z0MASK204-21S,0,696,2853.6,141,1389.01,AKCESORIA,5_AKCESORIA,AKCESORIA RÓŻNE,AKCESORIA RÓŻNE,"(400,800]"
VN0A31J1Y281,0,282,12055.5,71,6936.29,AKCESORIA,5_AKCESORIA,AKCESORIA RÓŻNE,AKCESORIA RÓŻNE,"(200,400]"
0442K-020,0,327,13884.42,11,1087.8899999999999,AKCESORIA,5_AKCESORIA,AKCESORIA RÓŻNE,AKCESORIA RÓŻNE,"(200,400]"
0405K-001,0,352,2171.84,32,626.28,AKCESORIA,5_AKCESORIA,AKCESORIA RÓŻNE,AKCESORIA RÓŻNE,"(200,400]"
077299-05,0,92,1306.3999999999999,44,1725.5600000000002,AKCESORIA,5_AKCESORIA,AKCESORIA RÓŻNE,AKCESORIA RÓŻNE,"(50,200]"
0446K-025,0,128,5434.88,1,99.99,AKCESORIA,5_AKCESORIA,AKCESORIA RÓŻNE,AKCESORIA RÓŻNE,"(50,200]"
57793,1,93,399.9,0,0,AKCESORIA,5_AKCESORIA,AKCESORIA RÓŻNE,AKCESORIA RÓŻNE,"(50,200]"
DTS-UX-004-G,0,59,29.5,0,0,AKCESORIA,5_AKCESORIA,AKCESORIA RÓŻNE,AKCESORIA RÓŻNE,"(50,200]"
DTS-UX-004-W,0,97,48.5,0,0,AKCESORIA,5_AKCESORIA,AKCESORIA RÓŻNE,AKCESORIA RÓŻNE,"(50,200]"
FL3654,0,44,777.48,3,119.97,AKCESORIA,5_AKCESORIA,PORTFEL,AKCESORIA RÓŻNE,"(20,50]"
GM4508,0,1474,36319.36,425,25101.95,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(800,1e+04]"
FK0891,0,2317,64968.68,322,22206.39,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(800,1e+04]"
FK0894,0,2926,82045.04,279,19275.91,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(800,1e+04]"
021269-01,0,1587,48451.11,208,16331.519999999999,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(800,1e+04]"
1305036-001,0,820,25756.2,115,9093.25,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(800,1e+04]"
GR9692,0,909,22397.760000000002,144,8543.76,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(800,1e+04]"
DM6178,0,2367,38250.72,168,6622.7300000000005,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(800,1e+04]"
GM6269,0,1022,28656.88,90,6161.2,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(800,1e+04]"
052919-09,0,909,19361.7,48,2837.32,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(800,1e+04]"
052919-01,0,803,17103.9,57,2767.94,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(800,1e+04]"
H4L21-CAM005-20S,0,570,8949,272,10748.09,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(400,800]"
1305036-002,0,628,19725.48,131,10373.89,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(400,800]"
1305036-600,0,553,17369.73,101,7971.79,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(400,800]"
FQ5411,1,425,11917,142,6478.76,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(400,800]"
022543-02,1,515,10969.5,151,5311.96,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(400,800]"
H35684,0,693,11185.02,53,2104.27,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(400,800]"
022543-20,1,559,11906.7,41,1527.63,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(400,800]"
052919-03,0,603,12843.900000000001,23,1362.97,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(400,800]"
GE0750,1,340,9533.6,150,6790.72,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(200,400]"
H4L21-CAD001-20S,1,385,6044.5,188,4978.46,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(200,400]"
GM6262,1,208,5125.12,121,4502.91,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(200,400]"
FK0890,1,278,7795.12,98,4466.6500000000005,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(200,400]"
021269-39,0,231,7052.43,51,4001.0899999999997,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(200,400]"
GM6261,0,203,5001.92,67,3940.13,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(200,400]"
GN1989,1,366,5907.24,144,3892.7799999999997,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(200,400]"
GN2053,0,333,8205.12,65,3878.57,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(200,400]"
H4L21-CAM005-25S,1,306,4834.8,120,3120.8399999999997,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(200,400]"
GM6264,0,310,7638.4000000000005,50,2977.9,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(200,400]"
GM6271,1,240,6729.5999999999995,62,2865.94,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(200,400]"
H4L21-CAM005-31S,1,236,3705.2,92,2518.9,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(200,400]"
022543-04,1,310,6603,52,1863.5600000000002,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(200,400]"
H4L21-CAM006-20S,1,224,3516.7999999999997,70,1853.4399999999998,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(200,400]"
942212-100,1,182,6448.26,85,5619.54,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
021269-19,1,193,5892.29,80,4146.25,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
022829-04,1,111,3388.83,70,3869.38,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
943092-021,1,97,3555.0499999999997,57,3848.7499999999995,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
GM6272,1,173,4850.92,76,3430.85,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
943092-010,0,78,2861.04,40,3136.3999999999996,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
H4L21-CAD002-20S,1,189,3710.0699999999997,85,2706.5,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
GM6263,1,130,3203.2000000000003,72,2611.37,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
H4L21-CAD002-55S,1,148,2905.24,68,2188.63,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
HJL21-JCAM007-72N,1,152,2088.48,89,1846.55,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
GN1990,1,152,2453.28,69,1824.33,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
AV8055-010,0,82,2085.2599999999998,31,1687.64,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
FK0903,1,135,3326.4,46,1675.6100000000001,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
FK0893,1,118,3308.72,31,1459.71,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
FK3190,1,90,2907,27,1457.24,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
H4L21-CAD002-46S,1,137,2689.31,44,1420.6100000000001,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
H4L21-CAD001-56S,0,75,1177.5,32,1248.88,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
943092-451,1,51,1851.3,15,962.17,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
GE0755,1,56,1379.8400000000001,23,863.7900000000001,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
H4L21-CAM006-46S,1,144,2260.7999999999997,32,854.7299999999999,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
FK3191,1,108,3488.3999999999996,22,839.8000000000001,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
FK0896,1,56,1570.24,21,834.86,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
L0CAM008-62S,1,114,2302.7999999999997,26,801.2900000000001,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
VN0A36ORY281,1,56,3117.52,14,719.88,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
GE1164,1,128,2065.92,30,716.79,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
GE1165,1,101,1630.14,23,656.78,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
L0CAD008-34S,1,86,1737.1999999999998,22,624.84,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
L0CAD008-56S,1,56,1131.1999999999998,15,579.86,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
GE1163,1,113,1823.8200000000002,24,542.29,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
L0CAD006-47S,1,74,1203.98,20,518.85,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
FK3189,1,65,2099.5,7,419.93,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
L0CAD006-10S,1,54,872.64,16,406.77,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
L0CAD006-62S,1,93,1502.88,18,394.85999999999996,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
FM6787,1,90,1452.6,11,296.9,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(50,200]"
HJL21-JCAM006-28S,0,36,565.1999999999999,40,1588.4,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(20,50]"
GE0759,1,28,689.9200000000001,21,759.8100000000001,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(20,50]"
AV8055-100,1,23,570.63,15,692.36,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(20,50]"
FK0895,1,34,953.36,11,599.91,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(20,50]"
FK0905,1,21,545.1600000000001,11,489.41,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(20,50]"
VN0A36ORHGB1,1,33,1837.1100000000001,8,479.92,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(20,50]"
FK0904,1,38,936.32,8,339.94,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(20,50]"
L0CAM008-33S,1,32,646.4,7,227.44,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(20,50]"
L0CAM008-31S,1,45,909,8,159.94,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(20,50]"
EC4703,1,21,338.94,6,137.45,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(20,50]"
BK0789,1,42,1040.76,3,99.98,AKCESORIA,5_AKCESORIA,CZAPKA,CZAPKA,"(20,50]"
VN000LC0BLK1,1,254,6466.84,79,3575.25,AKCESORIA,5_AKCESORIA,OKULARY,OKULARY,"(200,400]"
H4L21-OKU065-74S,1,219,6878.79,63,3054.92,AKCESORIA,5_AKCESORIA,OKULARY,OKULARY,"(200,400]"
H4L21-OKU062-20S,1,252,9893.52,28,1521.78,AKCESORIA,5_AKCESORIA,OKULARY,OKULARY,"(200,400]"
VN000LC0CVQ1,1,172,4379.12,52,2479.6800000000003,AKCESORIA,5_AKCESORIA,OKULARY,OKULARY,"(50,200]"
VN000LC0Y281,1,134,3411.64,48,2420.15,AKCESORIA,5_AKCESORIA,OKULARY,OKULARY,"(50,200]"
H4L21-OKU063-20S,1,172,5402.52,45,2152.6,AKCESORIA,5_AKCESORIA,OKULARY,OKULARY,"(50,200]"
VN000LC0E111,1,132,3360.72,55,1969.5500000000002,AKCESORIA,5_AKCESORIA,OKULARY,OKULARY,"(50,200]"
VN0A4A1QW651,1,166,4226.36,43,1916.63,AKCESORIA,5_AKCESORIA,OKULARY,OKULARY,"(50,200]"
L0OKU003-28S,1,159,5138.88,24,843.8100000000001,AKCESORIA,5_AKCESORIA,OKULARY,OKULARY,"(50,200]"
L9OKU002-30S,1,75,2492.25,16,543.88,AKCESORIA,5_AKCESORIA,OKULARY,OKULARY,"(50,200]"
L9OKU001-10S,1,98,3256.54,10,281.92,AKCESORIA,5_AKCESORIA,OKULARY,OKULARY,"(50,200]"
L0OKU001-62S,1,33,1733.49,18,953.8799999999999,AKCESORIA,5_AKCESORIA,OKULARY,OKULARY,"(20,50]"
L0OKU002-20S,1,30,969.6,14,519.88,AKCESORIA,5_AKCESORIA,OKULARY,OKULARY,"(20,50]"
L0OKU001-33S,1,35,1838.55,7,422.43999999999994,AKCESORIA,5_AKCESORIA,OKULARY,OKULARY,"(20,50]"
L0OKU003-74S,1,42,1357.44,9,351.91,AKCESORIA,5_AKCESORIA,OKULARY,OKULARY,"(20,50]"
L0OKU003-20S,1,42,1357.44,10,341.12,AKCESORIA,5_AKCESORIA,OKULARY,OKULARY,"(20,50]"
L9OKU002-20S,1,25,830.75,3,99.98,AKCESORIA,5_AKCESORIA,OKULARY,OKULARY,"(20,50]"
077295-01,0,1561,55415.5,132,9049.89,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(800,1e+04]"
075487-01,0,958,30608.1,100,7387.999999999999,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(800,1e+04]"
VN000SUF1581,0,1031,21836.579999999998,122,5221.780000000001,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(800,1e+04]"
078386-01,0,832,35443.200000000004,8,767.92,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(800,1e+04]"
GH7259,0,622,32673.66,278,35124.22,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
VN0A5KHRY281,0,514,37501.439999999995,257,34949.43,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
VN0A5KHPY281,0,548,39982.079999999994,238,33562.420000000006,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
H48397,0,678,32842.32,198,20544.42,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
077301-14,0,477,28786.95,137,19332.43,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
H34804,0,649,26479.199999999997,217,18242.84,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
H34809,0,743,30314.399999999998,153,12985.47,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
H15574,0,678,14983.800000000001,193,9174.82,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
VN000SUF56M1,0,661,14006.590000000002,216,9123.84,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
DT4825,0,698,28478.399999999998,98,8417.019999999999,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
GN1992,1,498,20318.399999999998,107,7513.549999999999,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
075487-59,0,425,13578.75,85,6454.86,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
H35758,0,436,17788.8,68,5820.32,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
078312-02,0,475,23607.5,45,5494.55,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
FS8333,0,464,22476.16,58,5439.46,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
076703-06,1,517,23859.55,56,5269.49,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
GH7260,0,538,28261.14,30,3599.7,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
H34811,0,462,18849.6,30,2439.7,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
077295-02,0,475,16862.5,29,2438.71,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
078324-01,0,420,17892,13,1475.87,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
H34805,0,581,23704.8,14,1119.86,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
078387-01,0,788,15665.44,13,571.87,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
078386-04,0,414,17636.4,4,383.96,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(400,800]"
077301-13,0,307,18527.45,148,20947.620000000003,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(200,400]"
GH7262,0,265,13920.45,78,10127.22,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(200,400]"
078310-02,0,346,15967.9,81,9127.6,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(200,400]"
VN0A3I6RY281,0,201,14992.59,63,8975.37,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(200,400]"
FS8332,0,350,14280,102,8805.98,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(200,400]"
FS8331,0,271,11056.8,58,4982.42,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(200,400]"
H34814,0,388,15830.4,57,4843.44,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(200,400]"
076703-07,1,376,17352.399999999998,50,4748.53,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(200,400]"
077295-13,0,355,12602.5,53,4409.469999999999,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(200,400]"
VN000SUFYYZ1,0,309,6547.71,99,3964.02,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(200,400]"
GL0878,1,218,5371.52,74,3359.38,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(200,400]"
077295-12,0,386,13703,35,2929.6499999999996,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(200,400]"
FL3666,0,305,6740.500000000001,60,2882.5,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(200,400]"
HOL21-PCU604-53S,1,277,5437.51,63,2175.11,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(200,400]"
077379-01,1,241,11122.15,27,2114.7999999999997,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(200,400]"
HJL21-JBAGM001-20S,1,201,3155.7,77,2048.3399999999997,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(200,400]"
1364186-667,0,388,24374.16,15,1919.85,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(200,400]"
077295-05,0,327,11608.5,21,1828.79,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(200,400]"
076724-03,1,238,10424.4,18,1409.82,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(200,400]"
075487-43,0,282,9009.9,18,1345.82,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(200,400]"
VN0A3UI6BLK1,0,140,10214.4,211,30432.99,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
VN0A3I6RHU01,0,61,4450.5599999999995,147,22219.23,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
077301-12,0,160,9656,72,10243.480000000001,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
077925-01,1,95,4384.25,79,7598.2699999999995,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
H4L21-PCU003-21S,0,109,3423.69,99,6947.01,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
H4L21-PCU003-31S,0,133,4208.12,88,6247.12,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
077918-01,1,95,5058.75,58,5609.45,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
077925-03,1,190,8768.5,53,4433.83,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
077922-01,1,155,8253.75,45,4075.62,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
